id,genres,vote_average,vote_count,name,developer,publisher
7818,Action|Sci-fi|Adventure|FPS|Strategy|,4.2,9823,Galaxy in Turmoil,Frontwire Studios| LLC,Frontwire Studios| LLC
7819,Adventure|Simulation|Casual|,0.7,3463,Stream Service,SirGoose,SirGoose
7820,Action|2D|Adventure|Colorful|Strategy|Casual|Arcade|,2.3,4291,BARRIER X,Noclip,Noclip
7821,Action|2D|RPG|,1.4,1341,Nuclear Throne,Vlambeer,Vlambeer
7822,Action|2D|Adventure|Horror|RPG|Strategy|,4.0,4340,Chainsaw Warrior: Lords of the Night,Auroch Digital,Auroch Digital
7823,Action|Adventure|Fantasy|Story Rich|Atmospheric|,0.3,6712,Prince of Persia: The Two Thrones,Ubisoft Montreal,Ubisoft Montreal
7824,Simulation|,4.0,6160,Fishing: North Atlantic,Misc Games,Misc Games
7825,,4.8,5560,Meaty McSkinBones,Triplot Studio,Triplot Studio
7826,Action|Casual|,1.8,2607,Drop In - VR F2P,Wild Ox Studios|Tim van Kan,Wild Ox Studios|Tim van Kan
7827,Puzzle|Casual|Arcade|,0.2,3257,Oh No! Bugs!,Doomster Entertainment,Doomster Entertainment
7828,Action|Sci-fi|Adventure|Strategy|,1.9,5806,Invisible  Inc.,Klei Entertainment,Klei Entertainment
7829,Action|,1.7,9220,The Undying Plague,Pixel Theory Games,Pixel Theory Games
7830,Action|,4.3,3794,Glacier 3: The Meltdown,Team 6 Studios,Team 6 Studios
7831,Fantasy|Strategy|,2.7,5959,Kohan II: Kings of War,TimeGate Studios,TimeGate Studios
7832,Action|Simulation|,4.9,1782,DrillsVR,Team B Laboratory,Team B Laboratory
7833,Puzzle|Simulation|Strategy|,2.0,2096,Robotics in VR,VRobot,VRobot
7834,Action|Sci-fi|,2.3,7059,T.E.C. 3001,Phoenix Game Studio,Phoenix Game Studio
7835,Puzzle|Casual|,0.4,1894,Dinosaur Hunt Puzzle,Racing Bros,Racing Bros
7836,Action|2D|Arcade|,4.2,3476,TormentorPunisher,E-Studio,E-Studio
7837,Adventure|Casual|,0.1,9470,Dark Parables: Curse of Briar Rose Collector's Edition,Blue Tea Games,Blue Tea Games
7838,2D|Adventure|Puzzle|Story Rich|RPG|Atmospheric|,2.2,3390,Shardlight,Wadjet Eye Games,Wadjet Eye Games
7839,Action|Adventure|RPG|,3.4,6427,Sword Art Online Re: Hollow Fragment,AQURIA Co.| Ltd.,AQURIA Co.| Ltd.
7840,Action|Adventure|Puzzle|Fantasy|Story Rich|Atmospheric|,4.9,2154,Prince of Persia: Warrior Within,Ubisoft,Ubisoft
7841,2D|Action|Sci-fi|Adventure|,1.2,1595,Space Gladiators: The Hole,Thomas Gervraud,Thomas Gervraud
7842,Action|Adventure|Colorful|,4.4,9498,TY the Tasmanian Tiger,Krome Studios,Krome Studios
7843,Adventure|Colorful|Fantasy|Casual|Atmospheric|,1.7,5064,Shan Gui II: Sweet Osmanthus II,Magenta Factory,Magenta Factory
7844,Action|Adventure|Story Rich|Casual|,3.7,3371,G.I. Joe: Operation Blackout,IguanaBee|Fair Play Labs,IguanaBee|Fair Play Labs
7845,Adventure|,3.4,4653,Blanket Heavy With Nightmares,Clever Simulation Entertainment|Kajaani University Of Applied Sciences|Finnish Museum Association|Kajaani Art Museum|Artist Suvi Solkio,Clever Simulation Entertainment|Kajaani University Of Applied Sciences|Finnish Museum Association|Kajaani Art Museum|Artist Suvi Solkio
7846,Action|Simulation|Strategy|,3.9,7427,Faces of War,Best Way,Best Way
7847,2D|Adventure|Puzzle|,3.2,6040,The Samaritan Paradox,Faravid Interactive,Faravid Interactive
7848,Action|Adventure|Horror|Simulation|Casual|,5.0,4984,The Cubicle.,Roel van Beek|Jurgen Hoogeboom|Joppe de Graaf|Jesper van den Ende,Roel van Beek|Jurgen Hoogeboom|Joppe de Graaf|Jesper van den Ende
7849,RPG|,2.6,5790,Final Quest,RPG Video,RPG Video
7850,Action|Adventure|Atmospheric|,3.2,3173,TheDawn,LIMITED,LIMITED
7851,Action|Sci-fi|FPS|,0.3,7640,ROOT,Skunkape Interactive,Skunkape Interactive
7852,Fantasy|Strategy|,4.8,6311,Kohan: Ahriman's Gift,TimeGate Studios,TimeGate Studios
7853,Simulation|Strategy|,3.2,7083,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Martin Ivanov
7854,Adventure|Horror|,2.8,1224,Phantasmagoria,Sierra,Sierra
7855,Adventure|Puzzle|Simulation|Horror|,0.0,9306,Bad Mojo Redux,Pulse Entertainment,Pulse Entertainment
7856,Action|Casual|,1.9,6205,Kalimba,Press Play,Press Play
7857,Action|2D|Sci-fi|Adventure|Colorful|Casual|Arcade|,2.1,7085,In Game Adventure: Legend of Monsters,Moraes Game Studio,Moraes Game Studio
7858,Action|Adventure|,2.1,2440,TY the Tasmanian Tiger 2,Krome Studios,Krome Studios
7859,Simulation|Arcade|,4.1,4621,WRC 7 FIA World Rally Championship,KT Racing,KT Racing
7860,Puzzle|RPG|Casual|,4.0,762,love wish 2,Double W,Double W
7861,Action|Strategy|Casual|,0.8,5705,Streamline,Frostcloud Studios,Frostcloud Studios
7862,2D|Horror|Colorful|Story Rich|RPG|Fantasy|Atmospheric|,3.4,2568,OMORI,OMOCAT| LLC,OMOCAT| LLC
7863,Action|Arcade|,1.1,5387,World of Tanks,Wargaming Group Limited,Wargaming Group Limited
7864,Sci-fi|Puzzle|Adventure|Horror|Story Rich|Atmospheric|,1.7,8793,Zero Escape: The Nonary Games,Spike Chunsoft Co.| Ltd.,Spike Chunsoft Co.| Ltd.
7865,Action|Puzzle|Adventure|Simulation|Colorful|,4.0,7966,Untitled Goose Game,House House,House House
7866,Adventure|,4.2,7888,Fashioning Little Miss Lonesome,Kalmia8,Kalmia8
7867,2D|Adventure|RPG|,3.0,6396,Tales of Legends,Gemini Stars Games,Gemini Stars Games
7868,Action|Adventure|Puzzle|Colorful|Fantasy|Casual|Atmospheric|,4.5,3389,Pumpkin Jack,Nicolas Meyssonnier,Nicolas Meyssonnier
7869,Action|2D|Adventure|RPG|Fantasy|Story Rich|,3.3,9484,Valdis Story: Abyssal City,Endlessfluff Games,Endlessfluff Games
7870,Strategy|,2.5,2747,Lightseekers,PlayFusion,PlayFusion
7871,2D|Puzzle|Horror|Simulation|RPG|Story Rich|Fantasy|Atmospheric|,4.5,4788,Tren0,Bubble,Bubble
7872,Adventure|Simulation|RPG|Fantasy|Story Rich|Strategy|Casual|,3.6,9427,Crossroads Inn Anniversary Edition,Klabater,Klabater
7873,Action|2D|Puzzle|Fantasy|Strategy|,3.0,6073,GemCraft - Chasing Shadows,Game in a Bottle,Game in a Bottle
7874,Action|Sci-fi|RPG|FPS|,1.5,7539,Fragmented,Above and Beyond Technologies,Above and Beyond Technologies
7875,Action|Adventure|Puzzle|Casual|Atmospheric|,2.0,7354,Scrap Garden,Egidijus Bachur|Alexey Davydov,Egidijus Bachur|Alexey Davydov
7876,2D|Simulation|FPS|Casual|Atmospheric|,4.6,4604,Loading Screen Simulator,CakeEaterGames,CakeEaterGames
7877,Sci-fi|Puzzle|Adventure|Horror|Simulation|Story Rich|Atmospheric|,4.7,4733,SIMULACRA,Kaigan Games OÜ,Kaigan Games OÜ
7878,Adventure|Simulation|Casual|,0.2,9781,Farm Life: Natures Adventure,BlockheadGames,BlockheadGames
7879,Horror|Casual|,3.6,3615,XOXO Blood Droplets,GB Patch Games,GB Patch Games
7880,Simulation|RPG|Strategy|Casual|,2.3,7526,Heart of Crown PC,illuCalab|FLIPFLOPs|Japanime Digital,illuCalab|FLIPFLOPs|Japanime Digital
7881,Adventure|Fantasy|Atmospheric|,3.4,4036,cyubeVR,Stonebrick Studios UG,Stonebrick Studios UG
7882,Strategy|Atmospheric|,1.5,2334,Blitzkrieg Anthology,Nival,Nival
7883,Action|FPS|,3.5,1839,Wild Warfare,Hyper Hippo Games,Hyper Hippo Games
7884,Action|2D|Colorful|Arcade|,2.9,3536,Death Ray Manta SE,The Future Of Videogames,The Future Of Videogames
7885,Adventure|Story Rich|Casual|,3.5,6832,DeLight: The Journey Home,DreamTree Studio Sdn. Bhd.,DreamTree Studio Sdn. Bhd.
7886,Adventure|,3.9,7042,Liveza: Death of the Earth,Nikita Nefedov,Nikita Nefedov
7887,Action|Simulation|Strategy|Casual|,2.3,3313,Aerial Destruction,Devdan Games,Devdan Games
7888,Sci-fi|Adventure|Horror|Story Rich|Atmospheric|,4.3,1133,Root Double -Before Crime * After Days- Xtend Edition,Yeti|Regista,Yeti|Regista
7889,Simulation|Strategy|,3.4,4150,Pride of Nations,Ageod,Ageod
7890,Simulation|,2.8,4005,GT Legends,SimBin Studios AB,SimBin Studios AB
7891,Action|Casual|,2.2,9698,Super POTUS Trump,Emerson Design| Inc.,Emerson Design| Inc.
7892,Simulation|Strategy|Casual|,3.6,7635,Tyto Ecology,Immersed Games,Immersed Games
7893,Action|2D|Adventure|RPG|Fantasy|Strategy|,4.8,4793,Eastern Exorcist,Wildfire Game（无锡野火数字科技有限公司）,Wildfire Game（无锡野火数字科技有限公司）
7894,Simulation|RPG|Strategy|,1.0,5788,Hegemony Rome: The Rise of Caesar,Longbow Games,Longbow Games
7895,Action|Adventure|RPG|,1.8,5638,Khan: Absolute Power,Mirinae,Mirinae
7896,2D|Action|Horror|Strategy|Atmospheric|,4.2,8752,DEADBOLT,Hopoo Games,Hopoo Games
7897,Action|Adventure|FPS|Casual|,1.0,1391,METRO CONFLICT: THE ORIGIN,RED DUCK| INC.,RED DUCK| INC.
7898,Action|2D|Adventure|RPG|Fantasy|,1.2,1502,Hammerwatch,Crackshell,Crackshell
7899,Action|2D|Adventure|,4.4,5810,Terrian Saga: KR-17,Wonderfling,Wonderfling
7900,Action|RPG|Casual|,0.4,6875,Tap Tap Infinity,Scary Bee LLC,Scary Bee LLC
7901,Action|,1.2,1232,Asura: Vengeance Edition,Ogre Head Studio,Ogre Head Studio
7902,2D|Action|Adventure|,3.5,5829,Junk Jack,Pixbits,Pixbits
7903,Sci-fi|Action|RPG|Strategy|,1.9,8322,Star Renegades,Massive Damage| Inc.,Massive Damage| Inc.
7904,,4.1,1343,Moto Racer Collection,Microids,Microids
7905,Adventure|RPG|Story Rich|Fantasy|Casual|,3.0,3677,Way Walkers: University 2,Hosted Games,Hosted Games
7906,Sci-fi|2D|Action|Colorful|Fantasy|Casual|Arcade|Atmospheric|,0.2,6608,Colossus Mission - adventure in space  arcade game,FreeMind S.A.,FreeMind S.A.
7907,2D|Colorful|Casual|,0.9,1781,Scribble It!,Detach Entertainment,Detach Entertainment
7908,Sci-fi|Simulation|Strategy|Casual|Atmospheric|,4.2,8636,Before We Leave,Balancing Monkey Games,Balancing Monkey Games
7909,Adventure|Puzzle|Colorful|Atmospheric|,2.3,5168,Etherborn,Altered Matter,Altered Matter
7910,2D|Puzzle|Casual|,4.6,1702,Zup! 4,Quiet River,Quiet River
7911,Action|2D|Adventure|Colorful|Fantasy|RPG|Casual|Atmospheric|,3.9,3649,Dinocide,AtomicTorch Studio,AtomicTorch Studio
7912,Action|Adventure|RPG|,2.2,1261,TinyKeep,Phigames,Phigames
7913,Action|Adventure|RPG|FPS|Fantasy|,4.6,7168,Karos,Galaxy Gate,Galaxy Gate
7914,Action|2D|,3.1,5912,Oniken: Unstoppable Edition,JoyMasher,JoyMasher
7915,Simulation|Colorful|Story Rich|Casual|,2.7,9002,Arcade Spirits,Fiction Factory Games,Fiction Factory Games
7916,2D|Sci-fi|Simulation|RPG|Strategy|,0.3,4330,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),Massive Damage| Inc.,Massive Damage| Inc.
7917,Action|Sci-fi|Strategy|,2.3,6520,Hostile Waters: Antaeus Rising,Rage Software,Rage Software
7918,Adventure|Puzzle|Colorful|Story Rich|Fantasy|Casual|Atmospheric|,1.0,1625,Papo & Yo,Minority Media Inc.,Minority Media Inc.
7919,2D|Action|Adventure|,2.0,8862,Pixel Worlds: MMO Sandbox,Kukouri Mobile Entertainment,Kukouri Mobile Entertainment
7920,Adventure|Simulation|RPG|Strategy|,2.3,2378,UnReal World,Sami Maaranen (creator)|Erkka Lehmus (co-designer),Sami Maaranen (creator)|Erkka Lehmus (co-designer)
7921,Action|Adventure|Story Rich|Atmospheric|,2.2,5309,Max Payne 2: The Fall of Max Payne,Remedy Entertainment,Remedy Entertainment
7922,Action|2D|Adventure|Atmospheric|Arcade|,1.2,7951,Exit the Gungeon,Dodge Roll|Singlecore,Dodge Roll|Singlecore
7923,Action|Horror|FPS|RPG|Casual|,1.0,7198,The Walking Zombie: Dead City,Alda Games,Alda Games
7924,Adventure|Colorful|RPG|Fantasy|Story Rich|Strategy|Casual|,3.1,4622,Hero of the Kingdom III,Lonely Troops,Lonely Troops
7925,Sci-fi|Adventure|Story Rich|RPG|Casual|,1.3,741,Dysfunctional Systems: Learning to Manage Chaos,Dischan Media,Dischan Media
7926,Action|Adventure|RPG|Strategy|,3.7,1223,Heroes Tactics,Camex Games,Camex Games
7927,Action|Sci-fi|,2.5,8923,Gimbal,8888888 LABS,8888888 LABS
7928,Action|Horror|RPG|FPS|Strategy|Arcade|,1.9,7790,Sairento VR,Mixed Realms Pte Ltd|Swag Soft Holdings Pte Ltd,Mixed Realms Pte Ltd|Swag Soft Holdings Pte Ltd
7929,Action|2D|Adventure|Colorful|RPG|Fantasy|,4.3,724,The Metronomicon: Slay The Dance Floor,Puuba,Puuba
7930,RPG|Fantasy|,3.9,7737,Konung 2,1C Entertainment,1C Entertainment
7931,2D|Adventure|Puzzle|Casual|,1.5,9400,Full Bore,Whole Hog Games,Whole Hog Games
7932,Puzzle|Adventure|Horror|Story Rich|Atmospheric|,2.8,1766,The Room 4: Old Sins,Fireproof Games,Fireproof Games
7933,Adventure|Puzzle|Horror|Casual|,4.5,4864,Please  Don't Touch Anything 3D,Escalation Studios|Four Quarters,Escalation Studios|Four Quarters
7934,Action|Sci-fi|Adventure|Story Rich|Casual|Arcade|,4.3,1892,Age of ilcoin VR : Retribution,ILCOIN Development team|Focka Games,ILCOIN Development team|Focka Games
7935,Adventure|Puzzle|Horror|,3.7,7467,Last Will,LizardFactory,LizardFactory
7936,RPG|Story Rich|Strategy|,3.0,4089,Labyrinth of Refrain: Coven of Dusk,Nippon Ichi Software| Inc.,Nippon Ichi Software| Inc.
7937,Action|Arcade|,0.4,3807,Midnight Club 2,Rockstar San Diego,Rockstar San Diego
7938,Action|,0.3,2110,Not My Car  Battle Royale,NMC Studios,NMC Studios
7939,Action|Fantasy|RPG|FPS|Strategy|,2.0,9978,Mortal Royale,Star Vault AB,Star Vault AB
7940,Action|Sci-fi|Adventure|Simulation|RPG|Strategy|,1.8,8121,Objects in Space,Flat Earth Games,Flat Earth Games
7941,Action|Sci-fi|RPG|Strategy|Atmospheric|,2.6,7050,Warhammer 40 000: Space Wolf,HeroCraft PC,HeroCraft PC
7942,2D|,1.0,8169,Godot Engine,Godot Engine,Godot Engine
7943,Action|Arcade|,4.8,799,FlatOut 4: Total Insanity,Kylotonn,Kylotonn
7944,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,4.2,2774,Demon Hunter 2: New Chapter,Brave Giant LTD,Brave Giant LTD
7945,Action|,1.1,9554,WWE 2K BATTLEGROUNDS,Saber Interactive,Saber Interactive
7946,Action|Strategy|,2.8,1726,Reignfall,Checkmaty,Checkmaty
7947,2D|Adventure|Casual|,3.5,1749,The Navigator,Team Navigator,Team Navigator
7948,,4.1,6624,DeoVR Video Player,InfoMediji LTD,InfoMediji LTD
7949,Action|Sci-fi|Horror|Strategy|Atmospheric|,0.0,6206,Alien Shooter TD,Sigma Team Inc.,Sigma Team Inc.
7950,Adventure|Story Rich|,4.9,8965,Actual Sunlight,WZOGI,WZOGI
7951,Adventure|Puzzle|Horror|Story Rich|Casual|Atmospheric|,2.1,8892,Layers of Fear 2,Bloober Team SA,Bloober Team SA
7952,Action|2D|Adventure|Puzzle|Horror|Atmospheric|,0.4,2113,Grimind,Paweł Mogiła,Paweł Mogiła
7953,Adventure|Puzzle|,2.1,9466,Bone: Out From Boneville,Telltale Games,Telltale Games
7954,Action|Horror|Atmospheric|,0.7,5859,Manhunt,Rockstar North,Rockstar North
7955,Simulation|,1.4,5997,Construction Machines 2014,GameCask,GameCask
7956,Action|2D|Colorful|Casual|Arcade|,1.4,3115,Blind Shot,Pixel Trapps,Pixel Trapps
7957,Action|Adventure|RPG|Strategy|Casual|,1.2,8665,DayBreak Online,Global Games,Global Games
7958,,4.3,4433,Viveport Video,Viveport,Viveport
7959,Action|2D|Adventure|RPG|Fantasy|,4.1,982,Chasm,Bit Kid| Inc.,Bit Kid| Inc.
7960,Simulation|Strategy|Casual|,0.9,5631,Zotrix - Solar Division,ZeroBit Games,ZeroBit Games
7961,RPG|,4.0,8217, Wuxia Master,甲山林娛樂股份有限公司,甲山林娛樂股份有限公司
7962,Action|Strategy|,1.5,5676,They Can't Stop All Of Us,B Michael B|ChainWave Games|Blake Gillman,B Michael B|ChainWave Games|Blake Gillman
7963,Action|Simulation|Colorful|Strategy|Casual|Atmospheric|,4.2,6249,Emergency Call 112  The Fire Fighting Simulation 2,Crenetic,Crenetic
7964,Action|Strategy|,2.9,5357,Arma Tactics,Bohemia Interactive,Bohemia Interactive
7965,Simulation|Casual|Atmospheric|,0.9,3847,Plankton,PanGuoJun,PanGuoJun
7966,Puzzle|Casual|,4.7,781,Lucid,YeaBoing,YeaBoing
7967,RPG|Fantasy|,4.8,8823,Konung 3: Ties of the Dynasty,1C Entertainment,1C Entertainment
7968,2D|Adventure|Puzzle|Casual|,3.0,6180,Fire: Unghs Quest,Daedalic Entertainment,Daedalic Entertainment
7969,Adventure|RPG|Casual|,0.7,8228,Victim of Xen,Smolders,Smolders
7970,Strategy|Casual|,3.4,1745,SUPERFIGHT,Pipeworks Studios,Pipeworks Studios
7971,Action|Adventure|Simulation|,0.1,3942,SURV1V3,Candymakers,Candymakers
7972,Simulation|Fantasy|Strategy|,2.2,5145,Democracy 3 Africa,Positech Games,Positech Games
7973,Adventure|,1.4,1442,Bone: The Great Cow Race,Telltale Games,Telltale Games
7974,,4.7,4325,OUBEY VR - Samurai,Kubikfoto GmbH,Kubikfoto GmbH
7975,Action|Sci-fi|Adventure|FPS|Arcade|,1.9,2947,GTTOD: Get To The Orange Door,Andrew Smith,Andrew Smith
7976,Action|Adventure|Horror|Story Rich|Atmospheric|,2.7,5479,Max Payne,Remedy Entertainment,Remedy Entertainment
7977,Adventure|Puzzle|Casual|,2.0,3298,Sherlock Holmes and The Hound of The Baskervilles,Waterlily Games,Waterlily Games
7978,Action|Adventure|RPG|Casual|,2.0,8824,DemonsAreCrazy,Bigbug Studio,Bigbug Studio
7979,Action|Puzzle|Horror|Simulation|Strategy|Casual|Atmospheric|,0.4,7844,Friday the 13th: Killer Puzzle,Blue Wizard Digital,Blue Wizard Digital
7980,2D|Puzzle|Strategy|Casual|Atmospheric|,0.1,9197,NightSky,Nicalis| Inc.,Nicalis| Inc.
7981,Sci-fi|Adventure|Horror|Story Rich|,3.1,1571,The Complex,Wales Interactive|Good Gate Media|Little Jade Productions,Wales Interactive|Good Gate Media|Little Jade Productions
7982,Action|Simulation|Strategy|Casual|,0.5,4126,Galactic Landing,Kobra Studio,Kobra Studio
7983,Action|Sci-fi|Adventure|FPS|,4.0,3296,The Fifth Day,Touz,Touz
7984,Adventure|Horror|Story Rich|Casual|Atmospheric|,4.8,1294,True Fear: Forsaken Souls Part 1,Goblinz,Goblinz
7985,Action|RPG|Story Rich|,1.9,9545,Hot Tin Roof: The Cat That Wore A Fedora,Glass Bottom Games,Glass Bottom Games
7986,Simulation|Strategy|,2.7,4433,OF MICE AND SAND -REVISED-,ARC SYSTEM WORKS,ARC SYSTEM WORKS
7987,Simulation|,2.8,1393,The Golf Club 2,HB Studios,HB Studios
7988,FPS|,3.6,6965,,Ares Game Co.| Ltd.,Ares Game Co.| Ltd.
7989,Action|Adventure|Story Rich|Strategy|,1.4,4677,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,CyberConnect2 Co. Ltd.,CyberConnect2 Co. Ltd.
7990,2D|Adventure|Puzzle|Horror|Story Rich|Casual|Atmospheric|,0.6,8335,Whispering Willows,Night Light Interactive,Night Light Interactive
7991,Strategy|Casual|,3.9,9696,Patchwork,DIGIDICED,DIGIDICED
7992,Action|Simulation|Strategy|Atmospheric|,0.3,2546,Cold Waters,Killerfish Games,Killerfish Games
7993,Action|Casual|,0.0,4380,Sumo Revise,John Szymanski|Evan Szymanski|David Szymanski,John Szymanski|Evan Szymanski|David Szymanski
7994,Action|Adventure|Puzzle|Story Rich|Atmospheric|,0.3,9297,Tomb Raider: Legend,Crystal Dynamics,Crystal Dynamics
7995,Casual|Arcade|,4.2,7651,Barro,SC Jogos,SC Jogos
7996,Puzzle|Adventure|Simulation|,3.5,6584,The Adventures of Mr. Bobley,Jan Zizka,Jan Zizka
7997,2D|Adventure|Story Rich|Strategy|Casual|,2.8,5260,Sakura Swim Club,Winged Cloud,Winged Cloud
7998,Action|Colorful|Strategy|,3.2,1874,The Perfect Tower II,Fire Sword Studios,Fire Sword Studios
7999,Sci-fi|Action|2D|Adventure|Simulation|RPG|Strategy|Atmospheric|Arcade|,4.1,8660,Rebel Galaxy,Double Damage Games,Double Damage Games
8000,Action|Adventure|Story Rich|Atmospheric|,4.9,8744,Mafia II: Definitive Edition,Hangar 13|D3T,Hangar 13|D3T
8001,Action|Puzzle|Casual|,3.1,5679,EDGE,Two Tribes,Two Tribes
8002,Action|2D|Adventure|Colorful|Arcade|Atmospheric|,3.5,4811,Tribal Pass,Tribe Tea|Stas Shostak|Evgeniy Yudin|Alexzander Protasenya|Ruslan Viter,Tribe Tea|Stas Shostak|Evgeniy Yudin|Alexzander Protasenya|Ruslan Viter
8003,Strategy|Casual|,3.7,5497, Variables,Asteroid Game Studio,Asteroid Game Studio
8004,Action|Sci-fi|FPS|Atmospheric|,4.8,9812,Hard Reset Extended Edition,Flying Wild Hog,Flying Wild Hog
8005,Simulation|Strategy|,3.0,7593,Realpolitiks,Jujubee S.A.,Jujubee S.A.
8006,Sci-fi|Puzzle|Horror|Simulation|Atmospheric|,0.9,5000,The Light Remake,Носков Сергей,Носков Сергей
8007,2D|Horror|Strategy|Casual|,2.4,5429,Demise of Nations,Noble Master LLC,Noble Master LLC
8008,Simulation|Strategy|,3.5,796,Seven Kingdoms 2 HD,Enlight Software Limited,Enlight Software Limited
8009,Action|Puzzle|Adventure|Simulation|Colorful|Casual|,4.2,4129,WHAT THE GOLF?,Triband,Triband
8010,Casual|,2.7,504,Ninja Way,Bullid Games,Bullid Games
8011,Adventure|RPG|Fantasy|,3.1,763,Lionheart: Legacy of the Crusader,Reflexive Entertainment,Reflexive Entertainment
8012,2D|Adventure|Simulation|Story Rich|Casual|,4.7,7628,Heart's Medicine - Time to Heal,Blue Giraffe|GameHouse,Blue Giraffe|GameHouse
8013,Action|2D|Adventure|,2.5,9396,Duckles: the Jigsaw Witch,Turbulon Interactive,Turbulon Interactive
8014,2D|Action|RPG|Fantasy|Strategy|,3.6,6447,The Last Spell: Prologue,Ishtar Games,Ishtar Games
8015,Action|2D|Adventure|Casual|,3.8,3360,Nyan Cat: Lost In Space,isTom Games Kft.,isTom Games Kft.
8016,Action|Adventure|Horror|Strategy|Atmospheric|,0.4,4892,Monstrum 2 Beta,Team Junkfish,Team Junkfish
8017,Action|Horror|FPS|,4.8,6656,Object N,KleskBY,KleskBY
8018,Adventure|Casual|,0.7,2433,Elementary My Dear Majesty!,Alawar Dreamdale,Alawar Dreamdale
8019,Puzzle|Casual|,4.5,5190,Puzzle Ball,Почежерцев Влад|Кашковский Антон|Бурков Никита,Почежерцев Влад|Кашковский Антон|Бурков Никита
8020,Puzzle|Adventure|Horror|Story Rich|Casual|,2.5,6981,Curious Cases,OnSkull Games,OnSkull Games
8021,Action|Adventure|RPG|,2.2,1773,Wild Terra Online,Juvty Worlds Ltd.,Juvty Worlds Ltd.
8022,Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|,1.9,8530,Strong Bad's Cool Game for Attractive People: Season 1,Telltale,Telltale
8023,Sci-fi|Adventure|Puzzle|Story Rich|FPS|,3.7,9128,Robinson: The Journey,Crytek,Crytek
8024,Strategy|,0.9,8856,Regimental Chess,Regimental Chess Dev.,Regimental Chess Dev.
8025,Action|2D|Adventure|Simulation|RPG|Fantasy|,0.7,6795,Moonlighter,Digital Sun,Digital Sun
8026,Adventure|RPG|Strategy|,3.8,9900,NEO Scavenger,Blue Bottle Games,Blue Bottle Games
8027,Casual|,4.8,5451,Highway Madness,Game Cooks,Game Cooks
8028,2D|Adventure|Puzzle|,3.1,2484,Time Gentlemen  Please! and Ben There  Dan That! Special Edition  Double Pack,Size Five Games,Size Five Games
8029,RPG|,4.5,1320,1914: Prelude to Chaos,Amaterasu Software,Amaterasu Software
8030,Adventure|Simulation|,2.1,4098,welcome to heaven,vextro,vextro
8031,Simulation|RPG|Fantasy|Strategy|,3.4,2198,Vestaria Saga I: War of the Scions,Vestaria Project,Vestaria Project
8032,Action|Casual|,3.4,9766,Rhythm Destruction,Curious Panda Games,Curious Panda Games
8033,Adventure|,2.8,2303,Magistrangers,Ilya Razinkov,Ilya Razinkov
8034,Action|Sci-fi|Adventure|Puzzle|,3.5,7526,Project Temporality,Defrost Games,Defrost Games
8035,Action|Horror|,1.3,2852,Deep Space Classic,Bondo Games|Blake Gillman,Bondo Games|Blake Gillman
8036,Action|Sci-fi|RPG|,0.4,3776,Neon Chrome,10tons Ltd,10tons Ltd
8037,Action|Sci-fi|,3.2,6546,Rogue Trooper,Rebellion,Rebellion
